song	link	album	lyrics
Ain't Gonna Go To Hell For Anybody	https://www.allthelyrics.com/lyrics/bob_dylan-aint_gonna_go_to_hell_for_anybody	-	"I can manipulate people as well as anybody
Hold 'em and control 'em, please 'em an' squeeze 'em
I can make believe I'm in love with almost anybody
Burst 'em an' burn 'em, [cram]'em and leave 'em
But they're not my purpose as I make the deeds
I been down that road, I know where it leads.
I ain't gonna go to hell for anybody
Ain't gonna go to hell for anybody
Ain't gonna go to hell for anybody
Not today, not tonight, not tomorrow, no never, no way!
I can deceive people as well as anybody
I know all the angles, know how to make the jangles
I can twist the truth as well as anybody
Find 'em an' blind 'em, wine 'em an' dine 'em
But it don't suit my purposes, it ain't my goal
To gain the whole world and give up my soul.
I ain't gonna go to hell for anybody
Ain't gonna go to hell for anybody
Ain't gonna go to hell for anybody
Not for father, not for mother, not for sister, not for brother, no way!
Smoke arises forever,
on a one-way ticket to burn
A place reserved for the devil
And for all of those that love evil
A place of darkness and chains
You can never return.
I can mislead people as well as anybody
I know all the dices, I paid all the prices
I can influence people as well as anybody
I can do it, I can easily see to it
[...] and be gods
I don't miss delusions, I see thru his faades.
I ain't gonna go to hell for anybody
Ain't gonna go to hell for anybody
Ain't gonna go to hell for anybody
Not for father, not for mother, not for sister, not for brother, no way!"
Ain't No Man Righteous (No Not One)	https://www.allthelyrics.com/lyrics/bob_dylan/aint_no_man_righteous_no_not_one-lyrics-67187.html	Love And Theft	"When a man he serves the Lord, it makes his life worthwhile.
It don't matter 'bout his position, it don't matter 'bout his lifestyle.
Talk about perfection, I ain't never seen none
And there ain't no man righteous, no not one.
Sometimes the devil likes to drive you from the neighborhood.
He'll even work his ways through those whose intentions are good.
Some like to worship on the moon, others are worshipping the sun
And there ain't no man righteous, no not one.
Look around, ya see so many social hypocrites
Like to make rules for others while they do just the opposite.
You can't get to glory by the raising and the lowering of no flag.
Put your goodness next to God's and it comes out like a filthy rag.
In a city of darkness there's no need of the sun
And there ain't no man righteous, no not one.
Done so many evil things in the name of love, it's a crying shame
I never did see no fire that could put out a flame.
Pull your hat down, baby, pull the wool down over your eyes,
Keep a-talking, baby, 'til you run right out of alibis.
Someday you'll account for all the deeds that you done.
Well, there ain't no man righteous, no not one.
God got the power, man has got his vanity,
Man gotta choose before God can set him free.
Don't you know there's nothing new that's under the sun?
Well, there ain't no man righteous, no not one.
When I'm gone don't wonder where I be.
Just say that I trusted in God and that Christ was in me.
Say He defeated the devil, He was God's chosen Son
And that there ain't no man righteous, no not one."
Ain't No More Cane	https://www.allthelyrics.com/lyrics/bob_dylan/aint_no_more_cane-lyrics-67118.html	The Basement Tapes	"Ain't no more cane on the Brazos
Oh, oh, oh, oh...
Its all been ground down to molasses
Oh, oh- oh, oh- oh...
You shoulda been on the river in 1910
They were driving the women just like they drove the men.
Go down Old Hannah, don'cha rise no more
Don't you rise up til Judgment Day's for sure
Ain't no more cane on the Brazos
Its all been ground down to molasses
Captain, don't you do me like you done poor old Shine
Well ya drove that bully til he went stone blind
Wake up on a lifetime, hold up your own head
Well you may get a pardon and then you might drop dead
Ain't no more cane on the Brazos
Its all been ground down to molasses."
Ain't Talkin'	https://www.allthelyrics.com/lyrics/bob_dylan/aint_talkin-lyrics-878854.html	Modern Times	"As I walked out tonight in the mystic garden
The wounded flowers were dangling from the vine
I was passing by yon cool crystal fountain
Someone hit me from behind
Ain't talkin', just walkin'
Through this weary world of woe
Heart burnin', still yearnin'
No one on earth would ever know
They say prayer has the power to heal
So pray from the mother
In the human heart an evil spirit can dwell
I am a-tryin' to love my neighbor and do good unto others
But oh, mother, things ain't going well
Ain't talkin', just walkin'
I'll burn that bridge before you can cross
Heart burnin', still yearnin'
There'll be no mercy for you once you've lost
Now I'm all worn down by weeping
My eyes are filled with tears, my lips are dry
If I catch my opponents ever sleeping
I'll just slaughter 'em where they lie
Ain't talkin', just walkin'
Through the world mysterious and vague
Heart burnin', still yearnin'
Walkin' through the cities of the plague.
Well, the whole world is filled with speculation
The whole wide world which people say is round
They will tear your mind away from contemplation
They will jump on your misfortune when you're down
Ain't talkin', just walkin'
Eatin' hog eyed grease in a hog eyed town.
Heart burnin', still yearnin'
Some day you'll be glad to have me around.
They will crush you with wealth and power
Every waking moment you could crack
I'll make the most of one last extra hour
I'll revenge my father's death then I'll step back
Ain't talkin', just walkin'
Hand me down my walkin' cane.
Heart burnin', still yearnin'
Got to get you out of my miserable brain.
All my loyal and my much-loved companions
They approve of me and share my code
I practice a faith that's been long abandoned
Ain't no altars on this long and lonesome road
Ain't talkin', just walkin'
My mule is sick, my horse is blind.
Heart burnin', still yearnin'
Thinkin' 'bout that gal I left behind.
Well, it's bright in the heavens and the wheels are flyin'
Fame and honor never seem to fade
The fire gone out but the light is never dyin'
Who says I can't get heavenly aid?
Ain't talkin', just walkin'
Carryin' a dead man's shield
Heart burnin', still yearnin'
Walkin' with a toothache in my heel
The sufferin' is unending
Every nook and cranny has its tears
I'm not playing, I'm not pretending
I'm not nursin' any superfluous fears
Ain't talkin', just walkin'
Walkin' ever since the other night.
Heart burnin', still yearnin'
Walkin' 'til I'm clean out of sight.
As I walked out in the mystic garden
On a hot summer day, a hot summer lawn
Excuse me, ma'am, I beg your pardon
There's no one here, the gardener is gone
Ain't talkin', just walkin'
Up the road, around the bend.
Heart burnin', still yearnin'
In the last outback at the world's end."
Alberta #1	https://www.allthelyrics.com/lyrics/bob_dylan/alberta_1-lyrics-67070.html	Self Portrait	"Alberta, let your hair hang low, Alberta, let your hair hang low,
I'll give you more gold than your apron can hold
If you'll only let your hair hang low.
Alberta, what's on your mind, Alberta, what's on your mind ?
You keep me worried and bothered all of the time
Alberta, what's on your mind ?
Alberta, don't you treat me unkind, Alberta, don't you treat me unkind ?
My heart is so sad because I want you so bad
Alberta, don't you treat me unkind ?
Alberta, let your hair hang low, Alberta, let your hair hang low,
I'll give you more gold than your apron can hold
If you'll only let your hair hang low."
All Along The Watchtower	https://www.allthelyrics.com/lyrics/bob_dylan/all_along_the_watchtower-lyrics-8882.html	John Wesley Harding	"There must be some way out of here,  said the joker to the thief,
There's too much confusion, I can't get no relief.
Businessmen, they drink my wine, plowmen dig my earth,
None of them along the line know what any of it is worth.
No reason to get excited,  the thief, he kindly spoke,
There are many here among us who feel that life is but a joke.
But you and I, we've been through that, and this is not our fate,
So let us not talk falsely now, the hour is getting late.
All along the watchtower, princes kept the view
While all the women came and went, barefoot servants, too.
Outside in the cold distance a wildcat did growl,
Two riders were approaching, the wind began to howl."
All I Really Want To Do	https://www.allthelyrics.com/lyrics/bob_dylan/all_i_really_want_to_do-lyrics-8834.html	Another Side Of Bob Dylan	"I ain't lookin' to compete with you,
Beat or cheat or mistreat you,
Simplify you, classify you,
Deny, defy or crucify you.
All I really want to do
Is, baby, be friends with you.
No, and I ain't lookin' to fight with you,
Frighten you or tighten you,
Drag you down or drain you down,
Chain you down or bring you down.
All I really want to do
Is, baby, be friends with you.
I ain't lookin' to block you up
Shock or knock or lock you up,
Analyze you, categorize you,
Finalize you or advertise you.
All I really want to do
Is, baby, be friends with you.
I don't want to straight-face you,
Race or chase you, track or trace you,
Or disgrace you or displace you,
Or define you or confine you.
All I really want to do
Is, baby, be friends with you.
I don't want to meet your kin,
Make you spin or do you in,
Or select you or dissect you,
Or inspect you or reject you.
All I really want to do
Is, baby, be friends with you.
I don't want to fake you out,
Take or shake or forsake you out,
I ain't lookin' for you to feel like me,
See like me or be like me.
All I really want to do
Is, baby, be friends with you."
All Over You	https://www.allthelyrics.com/lyrics/bob_dylan/all_over_you-lyrics-67191.html	Love And Theft	"Well, if I had to do it all over again,
Babe, I'd do it all over you.
And if I had to wait for ten thousand years,
Babe, I'd even do that too.
Well, a dog's got his bone in the alley,
A cat, she's got nine lives,
A millionaire's got a million dollars,
King Saud's got four hundred wives.
Well, ev'rybody's got somethin'
That they're lookin' forward to.
I'm lookin' forward to when I can do it all again
And babe, I'll do it all over you.
Well, if I had my way tomorrow or today,
Babe, I'd run circles all around.
I'd jump up in the wind, do a somersault and spin,
I'd even dance a jig on the ground.
Well, everybody gets their hour,
Everybody gets their time,
Little David when he picked up his pebbles,
Even Sampson after he went blind.
Well, everybody gets the chance
To do what they want to do.
When my time arrives you better run for your life
'Cause babe, I'll do it all over you.
Well, I don't need no money, I just need a day that's sunny,
Baby, and my days are gonna come.
And I grab me a pint, you know that I'm a giant
When you hear me yellin', ""Fee-fi-fo-fum.""
Well, you cut me like a jigsaw puzzle,
You made me to a walkin' wreck,
Then you pushed my heart through my backbone,
Then you knocked off my head from my neck.
Well, if I'm ever standin' steady
A-doin' what I want to do,
Well, I tell you little lover that you better run for cover
'Cause babe, I'll do it all over you.
I'm just restin' at your gate so that I won't be late
And, momma, I'm a-just sittin' on the shelf.
Look out your window fair and you'll see me squattin' there
Just a-fumblin' and a-mumblin' to myself.
Well, after my cigarette's been smoked up,
After all my liquor's been drunk,
After my dreams are dreamed out,
After all my thoughts have been thunk,
Well, after I do some of these things,
I'm gonna do what I have to do.
And I tell you on the side, that you better run and hide
'Cause babe, I'll do it all over you."
Am I Your Stepchild?	https://www.allthelyrics.com/lyrics/bob_dylan-am_i_your_stepchild	-	"You mistreat me, baby, I can't see no reason why
You know that I'd kill for you, and I'm not afraid to die
You treat me like a stepchild
Oh, Lordy, like a stepchild
I wanna turn my back and run away from you
but oh, I just can't leave you babe
I get nervous in your company, my knees get weak
both my eyes get misty and my tongue can't speak
You treat me like a stepchild
Oh, Lordy, like a stepchild
I wanna turn my back and run away from you
But you know I can't leave you babe.
Ah, you know that I  love you honey, like a nervous wreck
this way its gonna be like you hold me like a ... around your neck
You treat me like a stepchild
Oh, Lord, like a stepchild
I wanna turn my back and run away from you
But you know I can't let you be
Stepchild
(stepchild)
You treat me like a stepchild
Oh lordy, like a stepchild
I wanna turn and run away from you,
but you know I just can't let you be"
Angelina	https://www.allthelyrics.com/lyrics/bob_dylan/angelina-lyrics-67180.html	The Bootleg Series Volumes 1-3	"Well, it's always been my nature to take chances
My right hand drawing back while my left hand advances
Where the current is strong and the monkey dances
To the tune of a concertina
Blood dryin' in my yellow hair as I go from shore to shore
I know what it is that has drawn me to your door
But whatever it could be, makes you think you've seen me before
Angelina
Oh, Angelina. Oh, Angelina
His eyes were two slits that would make a snake proud
With a face that any painter would paint as he walked through the crowd
Worshipping a god with the body of a woman well endowed
And the head of a hyena
Do I need your permission to turn the other cheek?
If you can read my mind, why must I speak?
No, I have heard nothing about the man that you seek
Angelina
Oh, Angelina. Oh, Angelina
In the valley of the giants where the stars and stripes explode
The peaches they were sweet and the milk and honey flowed
I was only following instructions when the judge sent me down the road
With your subpoena
When you cease to exist, then who will you blame?
I've tried my best to love you, but I cannot play this game
Your best friend and my worst enemy is one and the same
Angelina
Oh, Angelina. Oh, Angelina
There's a black Mercedes rollin' through the combat zone
Your servants are half dead; you're down to the bone
Tell me, tall man, where would you like to be overthrown
Maybe down in Jerusalem or Argentina?
She was stolen from her mother when she was three days old
Now her vengeance has been satisfied and her possessions have been sold
He's surrounded by God's angels and she's wearin' a blindfold
And so are you, Angelina
Oh, Angelina. Oh, Angelina
I see pieces of men marching; trying to take heaven by force
I can see the unknown rider, I can see the pale white horse
In God's truth tell me what you want, and you'll have it of course
Just step into the arena
Beat a path of retreat up them spiral staircases
Pass the tree of smoke, pass the angel with four faces
Begging God for mercy and weepin' in unholy places
Angelina
Oh, Angelina. Oh, Angelina"
Apple Suckling Tree	https://www.allthelyrics.com/lyrics/bob_dylan/apple_suckling_tree-lyrics-8966.html	The Basement Tapes	"Under that apple suckling tree, oh yeah, under that apple suckling tree
Oh yeah ! Underneath that tree, there's just gonna be you and me
Under that apple suckling tree, oh yeah !
Old man sailin' in a dinghy boat
Down there
Old man sailin' in a dinghy boat
On there
Gonna pull man down on a suckling hook
Gonna pull man into the suckling brook
Oh yeah !
Now, he's underneath that apple suckling tree
Oh yeah !
Under that apple suckling tree
Oh yeah !
That's underneath that tree
There's gonna be just you and me
Underneath that apple suckling tree.
I push him back and I stand in line
Oh yeah
Then I hush my Sadie and stand in line
Oh yeah
Then I hush my Sadie and stand in line
I get on board in two-eyed time
Oh yeah !
Now, who's on the table, who's tell me ?
Oh yeah
Who's on the table, who's tell me ?
Oh yeah
Who should I tell, oh, who should I tell ?
The forty-nine of you like bats out of hell
Oh, underneath that old apple suckling tree"
Are You Ready	https://www.allthelyrics.com/lyrics/bob_dylan/are_you_ready-lyrics-9013.html	Saved	"Are you ready, are you ready?
Are you ready, are you ready?
Are you ready to meet Jesus?
Are you where you ought to be?
Will He know you when He sees you
Or will He say, ""Depart from Me""?
Are you ready, hope you're ready.
Am I ready, am I ready?
Am I ready, am I ready?
Am I ready to lay down my life for the brethren
And to take up my cross?
Have I surrendered to the will of God
Or am I still acting like the boss?
Am I ready, hope I'm ready.
When destruction cometh swiftly
And there's no time to say a fare-thee-well,
Have you decided whether you want to be
In heaven or in hell?
Are you ready, are you ready?
Have you got some unfinished business?
Is there something holding you back?
Are you thinking for yourself
Or are you following the pack?
Are you ready, hope you're ready.
Are you ready?
Are you ready for the judgment?
Are you ready for that terrible swift sword?
Are you ready for Armageddon?
Are you ready for the day of the Lord?
Are you ready, I hope you're ready."
Arthur McBride	https://www.allthelyrics.com/lyrics/bob_dylan/arthur_mcbride-lyrics-9089.html	Good As I Been To You	"Oh, me and my cousin, one Arthur McBride
As we went a-walkin' down by the seaside
Mark know what followed and what did betide
For it bein' on Christmas mornin'
Now, for recreation, we went on a tramp
And we met Sergeant Napper and Corporal Vamp
And a little wee drummer intending to camp
For the day bein' pleasant and charming.
""Good morning, good morning,"" the sergeant he cried
""And the same to you gentleman,"" we did reply
Intending no harm but means to pass by
For it bein' on Christmas morning
""But,"" says he, ""My fine fellows, if you will enlist
Ten guineas in gold I'll stick in your fist
And a crown in the bargain for to kick up the dust
And drink the king's health in the morning.
""For a soldier, he leads a very fine life
And he always is blessed with a charming young wife
And he pays all his debts without sorrow or strike
And he always lives pleasant and charmin'
And a soldier he always is decent and clean
In the finest of clothing he's constantly seen
While other poor fellows go dirty and mean
And sup on thin gruel in the morning"".
""But,"" says Arthur, ""I wouldn't be proud of your clothes
For you've only the lend of them, as I suppose
But you're dare not change them one night, for you know
If you do, you'll be flogged in the morning
And although that we're single and free
We take great delight in our own company
We have no desire strange places to see
Althoug that your offers are charming.
""And we have no desire to take your advance
All hazards and dangers we barter on chance
For you'd have no scruples for to send us to France
Where we could get shot without warning""
""Oh no,"" says the Sergeant, ""I'll have no such chat
And neither will I take it from snappy young brats
For if you insult me with one other word
I'll cut off your heads in the morning"".
And Arthur and I, we soon drew our hogs
And we scarce gave them time to draw their own blades
When a trusty shillelagh came over their head
And bid them take that as fair warning
And their old rusty rapiers that hung by their sides
We flung them as far as we could in the tide
""Now take them up, devils !"" cried Arthur McBride
""And temper their edge in the morning!"".
And the little wee drummer, we flattered his bow
And we made a football of his rowdy-dow-dow
Threw it in the tide for to rock and to roll
And bade it a tedious returning
And we havin' no money, paid them off in cracks
We paid no respect to their two bloody backs
And we lathered them there like a pair of wet sacks
And left them for dead in the morning.
And so, to conclude and to finish disputes
We obligingly asked if they wanted recruits
For we were the lads who would give them hard clouts
And bid them look sharp in the morning.
Oh, me and my cousin, one Artur McBride
As we went a-walkin' down by the seaside
Mark now what followed and what did betide
For it bein' on Christmas morning."
As I Went Out One Morning	https://www.allthelyrics.com/lyrics/bob_dylan/as_i_went_out_one_morning-lyrics-8880.html	John Wesley Harding	"As I went out one morning
To breathe the air around Tom Paine's
I spied the fairest damsel
That ever did walk in chains
I offer'd her my hand
She took me by the arm
I knew that very instant
She meant to do me harm.
""Depart from me this moment""
I told her with my voice
Said she, ""But I don't wish to""
Said I, ""But you have no choice""
""I beg you, sir"", she pleaded
From the corners of her mouth
""I will secretly accept you
And together we'll fly south"".
Just then Tom Paine, himself
Came running from across the field
Shouting at this lovely girl
And commanding her to yield
And as she was letting go her grip
Up Tom Paine did run
""I'm sorry, sir"", he said to me
""I'm sorry for what she'd done""."
