song	link	album	lyrics
Coma	https://www.allthelyrics.com/lyrics/muse/coma-lyrics-24685.html	Origin Of Symmetry	"Confide in me
Sustain on my apathy
You're such a mess
You can learn not to confess
You will not find it in me
Since I can't
Wake up and find it in me
I`m in a coma
You will not find it in me
You'll reveal all your pains again
We'll fall asleep
So deeply out of reach
For years feeling dead
We can fall right out of bed
You will not find it in me
Simply because I can't
Wake and find it in me
I'm in a coma
You will not find it in me
You'll reveal all your pains again
Hey such a mess but I don't care
Simply because I can't
Wake and find it in me
I'm in a coma
You will not find it in me
You'll reveal all your pains again"
Con-Science	https://www.allthelyrics.com/lyrics/muse/conscience-lyrics-24684.html	Origin Of Symmetry	"I can't pretend
Choose how it ends
You slipped away
Questions here to stay
In fear, in sorrow, in fear, in sorrow
I can't pretend
Consumed by an ends
Try bend the rules
Rips out the cruels
In fear, in sorrow, in fear, in sorrow
I can't pretend
Choose how it ends
You slipped away
Questions here to stay
In sorrow, in fear, in sorrow, in fear
In fear, in sorrow, in fear, in sorrow"
Crying Shame	https://www.allthelyrics.com/lyrics/muse/crying_shame-lyrics-512077.html	-	"Too late
Yeah baby it's too late
And time has made the spell obey
And now it's trying to desicrate
But we had a dream
And it was meant to be
And we were kissing gods
Against all the odds
Now it's a crying shame
Well it's a crying shame
You don't know who to blame
Will never be the same
And it's a crying shame
Too much
And we demolished too much
And yeah we really fucked it up
And yeah baby you lost your touch
But we had a dream
And it was meant to be
And we were kissing gods
Against all the odds
Now it's a crying shame
Well it's a crying shame
You don't know who to blame
Will never be the same
And it's a crying shame
Well it's a crying shame"
Dark Shines	https://www.allthelyrics.com/lyrics/muse/dark_shines-lyrics-24678.html	Origin Of Symmetry	"Birds flying high you know how I feel
Sun in the sky you know how I feel
Reeds drifting on by you know how I feel
It's a new dawn it's a new day it's a new life for me
And I'm feeling good
Fish in the sea you know how I feel
River running free you know how I feel
Blossom in the tree you know how I feel
It's a new dawn it's a new day it's a new life for me
And I'm feeling good
Dragonfly out in the sun
You know what I mean, don't you know
Butterflies are all having fun
You know what I mean
Sleep in peace
When the day is done
And this old world is a new world and a bold world for me
Stars when you shine you know how I feel
Scent of the pine you know how I feel
Yeah freedom is mine
And you know how I feel
It's a new dawn it's a new day it's a new life for me
And I'm feeling good
Ooooh
(Freeer than you)"
Dead Star	https://www.allthelyrics.com/lyrics/muse/dead_star-lyrics-24680.html	Origin Of Symmetry	"Shame on you for thinking
You're an exception
We're all to blame
Crashing down to earth
Wasting and burning out , yeah
Fading like a dead star
Harm is coming your way
Yeah its coming your way
And you used to be everything to me
And now your tired of fighting
Tired of fighting
Fighting yourself
Shame on you for thinking
You're all alone
If you want I'll make you wish you were
Failing to impress
Why can't you sleep with
Someone who protects you, yeah
Harm is coming your way
Yeah its coming your way
And you used to be everything to me
And now your tired of fighting
Tired of fighting
Fighting yourself..."
Do We Need This?	https://www.allthelyrics.com/lyrics/muse/do_we_need_this-lyrics-24686.html	Origin Of Symmetry	"Too many young and too many old
Too many people left during the cold
You want everything to change
Cause you are afraid of losing
She only exsists when shes on a string
He's only alive inside a machine
We want everything to change
Cause we are afraid of losing
Tell me do you really need this
Tell me do you really care
Tell me do you really need this
Tell me do you really care
I don't think you really need this
I don't think you really care
I don't think you really need this
I don't think you really care
Too many young and too many old
To many people left in the cold
We want everything to change
Now I'm so afraid of losing
Yeah yeah yeah"
Dying Thoughts Of An Atheist	https://www.allthelyrics.com/lyrics/muse/dying_thoughts_of_an_atheist-lyrics-465003.html	-	"in your whispers
trapped beneath my pillow
you won't let me see
your memories
and I know you're in this room
I'm sure I heard you sigh
frozen in between
where our worlds collide
scares the hell out of me
and the end is all I can see
and it scares the hell out of me
and the end is all I can see
and I know the moment's near
and there's nothing you can do
look for your faith inside
are you afraid to die?
it scares the hell out of me
and the end is all I can see
and it scares the hell out of me
and the end is all I can see
It scares the hell out of me
and the end is all I can see
and it scares the hell out of me
and the end is all I can see"
Easily	https://www.allthelyrics.com/lyrics/muse/easily-lyrics-1023295.html	-	"Let your inhibitions go
Make every touch electrical
When you're feeling beautiful
Will you remember me?
I want to touch you deep inside
And find the secrets that you hide
When you fears are cast aside
Will you remember me?
Easily forgotten love
Easily forgotten love
It's not so easily
I just want to let you know
My mind refuses to let you go
I wanna hypnotise you so
You will remember me
Easily forgotten love
Easily forgotten love
It's not so easily
Easily forgotten love
Easily forgotten love
Easily the best I ever had
Easily the best I ever had"
Endlessly	https://www.allthelyrics.com/lyrics/muse/endlessly-lyrics-199853.html	Absolution	"there's a part in me you'll never know
the only thing I'll never show
hopelessly I'll love you endlessly
hopelessly I'll give you everything
but I won't give you up
I won't let you down
and I won't leave you falling
If the moment ever comes
It's plain to see it's trying to speak
cherished dreams forever asleep
hopelessly I'll love you endlessly
hopelessly I'll give you everything
but I won't give you up
I won't let you down
and I won't leave you falling
if the moment ever comes
hopelessly I'll love you endlessly
hopelessly I'll give you everything
but I won't give you up
I won't let you down
and I won't leave you falling
but the moment never comes"
Escape	https://www.allthelyrics.com/lyrics/muse/escape-lyrics-24666.html	Showbiz	"You would say anything
And you would try anything
To escape your meaningless
And your insignificance
You're uncontrollable
And we are unlovable
And I don't want you to think that I care
I never would, I never could again
Why can't you just love her?
Why be such a monster?
You burn me from a distance
Your brain needs some assistance
But I'll still take all the blame
'Cause you and me are both one and the same
And its driving me mad
And its driving me mad
I'll take back all the things that I said
I didn't realize I was talking to the living dead
And I dont want you to think that I care
I never would, I never could again
You would say anything
And you would try anything
To escape your meaningless
And your insignificance"
Eternally Missed	https://www.allthelyrics.com/lyrics/muse/eternally_missed-lyrics-319469.html	B-sides	"Chase your dreams away
Gods needles in the hay
The sun forgives the clouds
You are my holy shroud
I just don't care if it's real
That won't change how it feels
I just don't care if it's real
That won't change how it feels
No it doesn't change
And you can't resist
Making me feel
Eternally missed
And you can't resist
you can't resist
Making me feel
Chase your dreams away
Gods needles in the hay
The sun forgives the clouds
You are my holy shroud
I just don't care if it's real
That won't change how it feels
I just don't care if it's real
That won't change how it feels
No it doesn't change
And you can't resist
Making me feel
Eternally missed
And you can't resist
You can't resist
Making me feel
You can't resist
Making me feel
Eternally missed
You can't resist
You can't resist
Making me feel
You can't resist
Making me feel
Eternally missed
You can't resist
You can't resist
Making me feel"
Eternally Missed (Hysteria B-side)	https://www.allthelyrics.com/lyrics/muse/eternally_missed_hysteria_bside-lyrics-1129550.html	-	"Chase your dreams away,
Glass needles in the hay,
The sun forgives the clouds,
You are my holy shroud,
Wooo
I just don't care if its real,
That won't change how it feels,
I just don't care if its real,
That won't change how it feels,
No, It doesn't change,
You can't resist,
Making me feel,
Eternally missed
And, you can't resist,
And, you can't resist,
Making me feel,
Chase your dreams away,
Glass needles in the hay,
The sun forgives the clouds,
You are my holy shroud,
I just don't care if its real,
That won't change how it feels,
I just don't care if its real,
That won't change how it feels,
No, It doesn't change,
You can't resist,
Making me feel,
Eternally missed
And, you can't resist,
And, you can't resist,
Making me feel,
[Guitar Solo]
Wooooooo,
Mmmmmmmm
You can't resist,
Making me feel,
Eternally missed
And, you can't resist,
And, you can't resist,
Making me feel,
And,You can't resist,
Making me feel,
Eternally missed
And, you can't resist,
And, you can't resist,
Making me feel,
Chase your dreams away, ooo,
Glass needles in the hay, ooo,
The sun forgives the clouds, ooo,
You are my holy shroud, ooo,ooo,ooo,ooo."
Eternally Missed(correct)	https://www.allthelyrics.com/lyrics/muse/eternally_missedcorrect-lyrics-1129551.html	-	"Chase your dreams away
Glass needles in the hay
The sun forgives the clouds
You are my holy shroud
I just don´t care if it´s real
that won´t change how it feels
I just don´t care if it´s real
that won´t change how it feels
No it doesn't change
And you can't resist
Making me feel eternally missed
And you can't resist
And you can't resist
Making me feel
Chase your dreams away
Glass needles in the hay
Yhe sun forgives the clouds
You are my holy shroud
And I just don´t care if it´s real
that won´t change how it feels
I just don´t care if it´s real
that won´t change how it feels
No it doesn't change
And you can't resist
Making me feel eternally missed
You can't resist
You can't resist
Making me feel
(Guitar solo)
mmmmmmmehyymmmmmmmmuhhmmmmmmuhh mmmmmmmmmmmmmmmmuhhhhhyy
You can't resist
Making me feel eternally missed
You can't resist
You can't resist
Making me feel
And you can't resist
Making me feel eternally missed
And you can't resist
And you can't resist
Making me feel
(Distorted whisper)
Chase your dreams away
There's needle's in the hay
The sun forgives the clouds
You are my holy shroud"
Exogenesis: Symphony Part 1 (Overture)	https://www.allthelyrics.com/lyrics/muse/exogenesis_symphony_part_1_overture-lyrics-1317120.html	The Resistance	"Aping my soul
You stole my overture
Trapped in God's program
Oh I can't escape
Who are we?
Where are we?
When are we?
Why are we?
Who are we?
Where are we?
Why, why, why?
Woah
I can't forgive you
And I can't forget
Who are we?
Where are we?
When are we?
Why are we?
Who are we?
Where are we?
When are we?
Why are we in here?"
Exogenesis: Symphony Part 2 (Cross-pollination)	https://www.allthelyrics.com/lyrics/muse/exogenesis_symphony_part_2_crosspollination-lyrics-1317121.html	The Resistance	"Rise above the crowds
And wade through toxic clouds
Breach the outer sphere
The edge of all our fears
Rest with you
We are counting on you
It's up to you
Spread, our codes to the stars
You must rescue us all
Spread, our codes to the stars
You must rescue us all
Tell us, tell us your final wish?
Now we know you can never return
Tell us, tell us your final wish?
We will tell it to the world"
Falling Away With You	https://www.allthelyrics.com/lyrics/muse/falling_away_with_you-lyrics-199849.html	Absolution	"I can't remember when it was good
moments of happiness in bloom
maybe I just misunderstood
all of the love we left behind
watching our flash backs intertwine
memories I will never find
inspite of whatever you become
forget that reckless thing turned on
I think our lives have just begun
I think our lives have just begun
and I'll feel my world crumbling down
feel my life crumbling now
feel my soul crumbling away
falling away
falling away with you
staying awake to chase a dream
tasting the air you're breathing in
I hope I won't forgot a thing
I wish to hold you close and pray
watching our fantasies decay
nothing will ever stay the same
and all of the love we threw away
and all of the hopes we've cherished fade
making the same mistakes again
making the same mistakes again
and I'll feel my world crumbling down
feel my life crumbling now
feel my soul crumbling away
and falling away
falling away with you
all of the love we left behind
watching our flash backs intertwine
memories I will never find
memories I will never find"
Falling Down	https://www.allthelyrics.com/lyrics/muse/falling_down-lyrics-24660.html	Showbiz	"I'm falling down
And 15 thousand people scream
They were all begging for your dream
I'm falling down
Five thousand houses burning down, yeah
No one is gonna save this town
Too late, I already found what I was looking for
You know it wasn't here
No, it wasn't here
I was calling your name
But you would never hear me sing
You wouldn't let me begin
So I'm crawling away
'Cause you broke my heart in two, yeah
No I will not forget you
Too late, I already found what I was looking for
You know it wasn't you
No, it wasn't you, no
Falling away
You don't ever see me free,
No, I could not forget you
Falling down
Five thousand houses burning down, yeah
No one is gonna save this town, yeah
Too late, I already found what I was looking for
You know it wasn't you
No, it wasnt you, no
Falling down
Now my world is upside-down, yeah
I'm heading straight for the clouds"
Feeling Good	https://www.allthelyrics.com/lyrics/muse/feeling_good-lyrics-24676.html	Origin Of Symmetry	"Birds flying high you know how I feel
Sun in the sky you know how I feel
Reeds drifting on by you know how I feel
Its a new dawn it's a new day its a new life for me
And I'm feeling good
Fish in the sea you know how I feel
River running free you know how I feel
Blossom in the trees you know how I feel
It's a new dawn its a new day it's a new life for me
And I'm feeling good
Dragonflies all out in the sun
You know what I mean, don't you know
Butterflies are all having fun
You know what I mean
Sleep in peace
When the day is done
And this old world is a new world and a bold world for me
Stars when you shine you know how I feel
Smell of the pine you know how I feel
Yeah freedom is mine.
And you know how I feel
Its a new dawn its a new day its a new life for me
butterflieeeeeeeeeeeeeeeeeees
Ooooh, freeer than you.. Oooooh, feeling good.."
Fillip	https://www.allthelyrics.com/lyrics/muse/fillip-lyrics-24659.html	Showbiz	"It's happening soon, it's happening soon, its scent has been blowing in my direction.
To me it is new, to me it is new, and it's not gonna change for anybody.
And it's gonna be our last memory,
And its led me on, and on to you.
It's got to be here, it's gonna be there, its gonna be now or I'll lose for ever.
To me it is strange, this feeling is strange, but it's not going to change for anybody.
And it's gonna be our last memory,
And its led me on, and on to you.
Accuse me,
Trust me, I never knew,
That you were the one, you were the one,
oooh.
And it's gonna be our last memory,
And it's led me on, and on to you.
And it's gonna be our last memory,
And it's led me on, and on to you. You."
Fury	https://www.allthelyrics.com/lyrics/muse/fury-lyrics-205195.html	Absolution	"You're so happy now,
burning the candle at both ends,
Your self loving soothes,
it softens the blows youve invented.
Breathe in deep,
And close away your souls,
And we'll pray,
But theres no God to punish us,
And make for us.
The cracks healing up,
The futures should forgive misery,
You waste twenty years and wind up alone, be emitted,
Breathe in deep,
And close away your souls,
And well pray,
But theres no God to punish us,
And make for us.
Breathe in deep,
And close away your souls,
And we'll pray,
But theres no God to punish us,
And make for us."
Futurism	https://www.allthelyrics.com/lyrics/muse/futurism-lyrics-199186.html	Origin Of Symmetry	"Ignorance pulls
Apostasy and apathy still rules
Yeah you know it's cool
Just suck and see
A future turn us into silent gods
And I won't miss you at all
Grounded
Boxed in
Like the evil in your veins
Grounded
Boxed in
I am stuck with you
Fate can't decide
Alignment of the planets in your hands
Come on crush our plans
Just suck and see
A future that won't let you disagree
And I won't miss you at all
Grounded
Boxed in
Like the evil in your veins
Grounded
Boxed in
I am stuck with you
Feeling feeling everything
Feeling feeling everything"
Get A Grip	https://www.allthelyrics.com/lyrics/muse/get_a_grip-lyrics-512075.html	-	"So happy now
Burning candle burns aims
You should probably choose
And show fools
Implores you to dance in
You, everything
Why this?
Who'll wait what seems
When we'll play
The eternal time
To burn us out?
We make it now
Catch me again
The future should forgive the misery
In these twenty years
Why what belongs you remained sane?
You, everything
Why this?
Who'll wait what seems
When we'll play
The eternal time
To burn us out?
We make it now
You, everything
Why this?
Who'll wait what seems
When we'll play
The eternal time
To burn us out?
We make it now"
Glorious	https://www.allthelyrics.com/lyrics/muse/glorious-lyrics-1023296.html	Black Holes & Revelations	"Rose tinted view
And satellites that
Compromise the truth
But I wanted more
With the cuts and the bruises
Touch my face
A hopeless embrace
Faith
It drives me away
But it turns me on
Like a stranger's love
Rockets through the universe
It fuels the lies and feeds the curse
We too could be
Glorious
I need to believe
But I still want more
With the cuts and the bruises
Don't close the door
On want you adore
And faith
It drives me away
But it turns me on
Like a stranger's love
It rockets through the universe
It fuels the lies and feeds the curse
We too could be
Glorious"
Guiding Light	https://www.allthelyrics.com/lyrics/muse/guiding_light-lyrics-1317116.html	The Resistance	"Pure hearts stumble
In my hands, they crumble
Fragile and stripped to the core
I can't hurt you anymore
Loved by numbers
You're losing life's wonder
Touch like strangers detached
I can't feel you anymore
The sunshine trapped in our hearts
It could rise again
But I'm lost, crushed, cold and confused
With no guiding light left inside
Oooo
You were my guiding light
Oooo
Woah
When comfort and warmth can't be found
I still reach for you
But I'm lost, crushed, cold and confused
With no guiding light left inside
You're my guiding light
You're my guiding light
When there's no guiding light left inside
When there's no guiding light in our lives"
Hate This & I'll Love You	https://www.allthelyrics.com/lyrics/muse/hate_this_ill_love_you-lyrics-24668.html	Showbiz	"Oh I am growing tired
Of allowing you to steal
Everything I have
You're making me feel
Like I was born to service you
But I am growing by the hour
You left us far behind
So we all discard our souls
And blaze through your skies
So unafraid to die
'Cause I was born to destroy you
And I am growing by the hour
And I'm getting strong in every way
Yeah, Yeah
You led me on
You led me on
You
Oh, and I'm getting strong in every way
Yeah, Yeah"
Host	https://www.allthelyrics.com/lyrics/muse/host-lyrics-24687.html	Origin Of Symmetry	"I've read you well
I just want to get away
Cos you used my love
I just need to get away
My trust in you has been abused
My trust in you has been over used
Sick of this space
wish we could be far away
Cos I wasted all my youth
and Il'l never see you again
My trust in you has been abused
My trust in you has been over used
Yeah
Ah no way can you do everything
Cos you burn me, tried out
I just want to run away
Cos you burn me, tried out
I just want to run away
I just want you too much
Wish we could be far away
And if my wish comes true
You'll never see me again"
House Of The Rising Sun	https://www.allthelyrics.com/lyrics/muse/house_of_the_rising_sun-lyrics-465001.html	Showbiz	"There is a house in New Orleans,
They call the Rising sun.
Well it's been the ruin of many a poor boy,
And God I know I'm one.
Oh MOTHER, tell your children,
Not to do what I have done.
You spend your lives in sin and misery
In the house of the Rising Sun.
Well there is a house in New Orleans
They call the Rising sun.
And it's been the ruin of many a poor boy,
And God I know I'm one."
Hyper Chondriac Music	https://www.allthelyrics.com/lyrics/muse/hyper_chondriac_music-lyrics-36182.html	Hullabaloo Soundtrack	"Your golden skies feed my role
In this forgotten space race under my control
Who's returned from the dead?
Who remains?
You wanted more than I was worth
You think I was scared yeah
And you needed proof
Who really cares anymore?
Who restrains?
I don't love you and I never did
I don't love you and I never will
(slow/acoustic)"
Hypermusic	https://www.allthelyrics.com/lyrics/muse/hypermusic-lyrics-24672.html	Origin Of Symmetry	"Your golden lies feed my role
In this forgotten space race under my control
Who's returned from the dead?
Who remains?
You know I don't want you
and I never did
I don't want you
and I never will
You wanted more than I was worth
And you think I was scared
And you needed proof
Who really cares anymore?
Who restrains?
You know I don't love you
and I never did
I don't want you
and I never will"
Hysteria	https://www.allthelyrics.com/lyrics/muse/hysteria-lyrics-199850.html	Absolution	"it's bugging me
calling me
and twisting me around
yeah I'm endlessly
caving in
and turning inside out
because I want it now
I want it now
give me your heart and your soul
and I'm breaking out
I'm breaking out
that's when she'll lose control
yeah it's hurting me
morphing me
and forcing me to strive
to be endlessly
caving in
and dreaming of my love
because I want it now
I want it now
give me your heart and your soul
I'm not breaking down
I'm breaking out
that's when she'll lose control
and I want you now
I want you now
I feel my heart implode
and I'm breaking out
escaping now
feeling my faith grow old"
In Your World	https://www.allthelyrics.com/lyrics/muse/in_your_world-lyrics-24681.html	Origin Of Symmetry	"Everything about you is how I'd wanna be
Your freedom comes naturally
Everything about you resonates happiness
Now I won't settle for less
Give me
All the peace and joy in your mind
Everything about you pains my envying
Your soul can't hate anything
Everything about you is so easy to love
They're watching you from above
Give me
All the peace and joy in your mind
I want the peace and joy in your mind
Give me the peace and joy in your mind
Everything about you resonates happiness
Now I won't settle for less
Give me
All the peace and joy in your mind
I want the peace and joy in your mind
Give me the peace and joy in your mind"
Instant Messenger	https://www.allthelyrics.com/lyrics/muse/instant_messenger-lyrics-465000.html	Showbiz	"I've read you well
I just want to get away
Cos you used my love
I just need to get away
My trust in you has been abused
My trust in you has been overused
Sick of this space
Wish we could be far away
Cos I wasted all my youth
I'll never see it again
My trust in you has been abused
My trust in you has been overused
Why can you get everything?
Can you tell me why I just want to run away?
Can you tell me why I just want to get away?
I just want to get away...
I just wanted too much
I wish we could be far away
And if my wish comes true
You'll never see me again"
Instant Messenger (Pink Ego Box)	https://www.allthelyrics.com/lyrics/muse/instant_messenger_pink_ego_box-lyrics-24688.html	Origin Of Symmetry	"It's gonna be ok
I can't afford another day
At 50 bytes per second
I've never seen your face
I've never heard your voice
But I think I like it
When you instant message me
With a promise
I can feel it
I can tell you're gonna be
Just like me
My eyes are gonna strained
My heart is feeling pain
At 50 beats per second
I've never seen your eyes
I've never heard your lies
But I think I like it
When you instant message me
With a promise
I can feel it
I can tell you're gonna be
Just like me
Just like me
You tell
You tell
You tell my name"
Jimmy Kane	https://www.allthelyrics.com/lyrics/muse/jimmy_kane-lyrics-24689.html	Origin Of Symmetry	"Jimmy Kane can't sleep at night
Sex and pain
Keeps me alive
You can't confuse yourself
They make you know what else
You can't fake it
You will never make it
You can't confuse yourself
They make you know what else
You can't fake it
You will never make it
Yeah
You're to blame
For everything
Sex and pain
Keeps moving me
Keeps me
You can't confuse yourself
They make you know what else
You can't fake it
You will never make it
You can't confuse yourself
They make you know what else
You can't fake it
You will never make it
Yeah"
Map Of Your Head	https://www.allthelyrics.com/lyrics/muse/map_of_your_head-lyrics-24682.html	Origin Of Symmetry	"Conforming on a monday
Too often and too cold
But you aren't even listening
Because you are just
Too old to feel an earthquake
Or too cool to even care
But you aren't even listening
So why should I?
You are
A natural disaster
And I've wanted you too much
And now I'm gonna lose
I've wanted you too much
And now I've gotta choose
You're the cause of all this
And I'm sick of trying to please you
And you're gonna feel my emotions coming
Because you're the world
Like a broken dam you're empty
And all that's left are the sticks and stones
That were built by other people
And it really shows
But you aren't even listening
Because you are just
Too old to feel an earthquake
Or too cool to even care
But you aren't even listening
So why should I?
You are
A natural disaster
And I've wanted you too much
And now I'm gonna lose
I've wanted you too much
And now I've gotta choose
You're the cause of all this
And I'm sick of trying to please you
And you're gonna feel my emotions coming
Because you're the world"
Megalomania	https://www.allthelyrics.com/lyrics/muse/megalomania-lyrics-24679.html	Origin Of Symmetry	"Paradise comes at a price
That I am not prepared to pay
What were we built for?
Could someone tell me please
The good news is she can't have babies
And won't accept gifts from me
What are they for?
They'll just grow up and break the laws you've loved
Take off your disguise
I know that underneath it's me
Who are you oooh
Useless device, it won't suffice
I want a new game to play
When I am gone - it won't be long
Before I disturb you in the dark
And paradise comes at a price
That I am not prepared to pay
What were we built for?
Will someone tell me please
Take off your disguise
I know that underneath its me"
Micro Cuts	https://www.allthelyrics.com/lyrics/muse/micro_cuts-lyrics-24675.html	Origin Of Symmetry	"hands are red with your blame
megaphone screaming my name
whimpers someone i should've loved
souls weeping above
i've seen what you're doing to me
destroying puppet strings
to our souls
micro waves me insane
a blaine cuts in your brain
sounds like forks on a plate
blackboard scratched with hate
i've seen what you're doing to me
destroying puppet strings
to our souls"
